嗚呼,ああ
右辺,うへん
右方,うほう
馬,うま
午,うま
上手い,うまい
上手く行く,うまくいく
馬主,うまぬし
生まれ,うま
生まれ育つ,うまれそだつ
生まれつき,うまれつき
海,うみ
生み,うみ
海がめ,うみがめ
海鳥,うみどり
生みの親,うみのおや
海辺,うみべ
海山,うみやま
有無,うむ
梅,うめ
埋め合わせ,うめあわせ
梅酒,うめしゅ
埋め立て,うめたて
埋め立て地,うめたてち
梅干し,うめぼし
羽毛,うもう
敬う,うやまう
有耶無耶,うやむや
右翼,うよく
浦,うら
裏,うら
裏打ち,うらうち
裏表,うらおもて
裏方,うらかた
裏返し,うらがえし
裏書,うらがき
裏金,うらがね
裏側,うらがわ
裏木戸,うらきど
裏切り,うらぎり
裏切り者,うらぎりもの
裏口,うらぐち
裏地,うらじ
裏付け,うらづ
裏手,うらて
裏通り,うらどおり
占い,うらな
占い師,うらないし
占う,うらなう
裏庭,うらにわ
裏腹,うらはら
裏話,うらばなし
裏番組,うらばんぐみ
恨み,うら
裏道,うらみち
裏目,うらめ
裏面,うらめん
裏門,うらもん
裏山,うらやま
羨ましい,うらやましい
瓜,うり
売り,う
売り上げ,うりあ
売上金,うりあげきん
売上高,うりあげだか
売り掛け金,うりかけきん
売り方,うりかた
売り切れ,うりきれ
売り子,うりこ
売り込み,うりこみ
売り出し,うりだし
売り手,うりて
売り手市場,うりてしじょう
売り主,うりぬし
売り払う,うりはらう
売り場,うりば
売り物,うりもの
雨量,うりょう
売り渡し,うりわたし
閏年,うるうどし
潤い,うるお
煩い,うるさ
漆,うるし
漆塗り,うるしぬり
憂い,うれ
嬉しい,うれ
売れ筋,うれすじ
売れ筋ランキング,うれすじランキング
売れ残り,うれのこり
売れ行き,うれゆ
鱗,うろこ
上皮,うわかわ
浮気,うわき
上着,うわぎ
上唇,うわくちびる
噂,うわさ
上滑り,うわすべ
上背,うわぜい
上っ調子,うわっちょうし
上積み,うわづ
上手投げ,うわてな
上値,うわね
上乗せ,うわのせ
上辺,うわべ
上向き,うわむ
上役,うわやく
運,うん
運営,うんえい
雲海,うんかい
運河,うんが
運休,うんきゅう
運行,うんこう
運航,うんこう
雲散霧消,うんさんむしょう
雲水,うんすい
運勢,うんせい
運送,うんそう
運賃,うんちん
運転,うんてん
運転士,うんてんし
運転手,うんてんしゅ
運転免許,うんてんめんきょ
雲泥の差,うんでいのさ
運動,うんどう
運動会,うんどうかい
運動靴,うんどうぐつ
運動神経,うんどうしんけい
運動場,うんどうじょう
運動費,うんどうひ
運動不足,うんどうぶそく
云々,うんぬん
運搬,うんぱん
運命,うんめい
雲母,うんも
運輸,うんゆ
運輸省,うんゆしょう
運用,うんよう
運良く,うんよく
柄,え
絵,え
江,え
営為,えいい
鋭意,えいい
営々,えいえい
永遠,えいえん
英会話,えいかいわ
鋭角,えいかく
栄冠,えいかん
映画,えいが
栄華,えいが
映画館,えいがかん
英気,えいき
永久,えいきゅう
影響,えいきょう
影響力,えいきょうりょく
営業,えいぎょう
営業所,えいぎょうしょ
営業時間,えいぎょうじかん
営業マン,えいぎょうマン
栄枯,えいこ
栄光,えいこう
英国,えいこく
英国航空,えいこくこうくう
英語,えいご
英才,えいさい
衛視,えいし
泳者,えいしゃ
映写,えいしゃ
映写機,えいしゃき
英俊,えいしゅん
英字,えいじ
永住,えいじゅう
永世,えいせい
衛生,えいせい
衛星,えいせい
衛生学,えいせいがく
衛生的,えいせいてき
営繕,えいぜん
営巣,えいそう
映像,えいぞう
永続,えいぞく
永代,えいたい
英単語,えいたんご
営団,えいだん
英断,えいだん
英知,えいち
営農,えいのう
鋭敏,えいびん
英文,えいぶん
英文学,えいぶんがく
衛兵,えいへい
英明,えいめい
英名,えいめい
英訳,えいやく
英雄,えいゆう
栄誉,えいよ
栄養,えいよう
栄養価,えいようか
栄養学,えいようがく
栄養士,えいようし
栄養失調,えいようしっちょう
栄養素,えいようそ
栄養分,えいようぶん
栄誉礼,えいよれい
営利,えいり
鋭利,えいり
絵入り,えい
英領,えいりょう
映倫,えいりん
営林局,えいりんきょく
営林署,えいりんしょ
英霊,えいれい
英和,えいわ
笑顔,えがお
得難い,えがたい
絵柄,えがら
益,えき
駅,えき
液,えき
易,えき
駅員,えきいん
液化,えきか
益金,えききん
駅舎,えきしゃ
液晶,えきしょう
液状,えきじょう
液状化,えきじょうか
液体,えきたい
液体酸素,えきたいさんそ
駅長,えきちょう
駅伝,えきでん
駅頭,えきとう
液肥,えきひ
疫病,えきびょう
駅弁,えきべん
駅前,えきまえ
役務,えきむ
靨,えくぼ
回向,えこう
餌,えさ
絵師,えし
壊死,えし
会釈,えしゃく
絵図,えず
絵空事,えそらごと
枝,えだ
枝豆,えだまめ
越後,えちご
越境,えっきょう
越権,えっけん
越冬,えっとう
越年,えつねん
閲覧,えつらん
干支,えと
絵解き,えとき
会得,えとく
江戸,えど
江戸時代,えどじだい
江戸っ子,えどっこ
江戸前,えどまえ
絵の具,えのぐ
絵葉書,えはがき
海老,えび
恵比寿,えびす
夷,えびす
絵筆,えふで
絵本,えほん
烏帽子,えぼし
絵馬,えま
絵巻,えまき
絵巻物,えまきもの
笑み,え
蝦夷,えみし
絵文字,えもじ
獲物,えもの
偉い,えら
襟,えり
襟巻き,えりまき
襟元,えりもと
絵を描く,えをかく
冤,えん
園,えん
円,えん
遠因,えんいん
遠泳,えんえい
延々,えんえん
塩化,えんか
演歌,えんか
宴会,えんかい
沿海,えんかい
沿海州,えんかいしゅう
遠隔,えんかく
沿革,えんかく
円滑,えんかつ
円環,えんかん
塩害,えんがい
縁側,えんがわ
沿岸,えんがん
延期,えんき
塩基,えんき
婉曲,えんきょく
遠距離,えんきょり
縁切り,えんきり
遠近,えんきん
遠近法,えんきんほう
縁起,えんぎ
演技,えんぎ
縁起物,えんぎもの
演技力,えんぎりょく
縁組,えんぐみ
援軍,えんぐん
円形,えんけい
遠景,えんけい
園芸,えんげい
演芸,えんげい
演劇,えんげき
円弧,えんこ
縁故,えんこ
援護,えんご
塩酸,えんさん
冤罪,えんざい
遠山,えんざん
演算,えんざん
円周,えんしゅう
演習,えんしゅう
演出,えんしゅつ
演出家,えんしゅつか
炎暑,えんしょ
延焼,えんしょう
炎症,えんしょう
遠心,えんしん
遠心力,えんしんりょく
園児,えんじ
演者,えんじゃ
縁者,えんじゃ
円熟,えんじゅく
援助,えんじょ
炎上,えんじょう
援助交際,えんじょこうさい
円陣,えんじん
猿人,えんじん
遠征,えんせい
宴席,えんせき
沿線,えんせん
演説,えんぜつ
塩素,えんそ
演奏,えんそう
演奏会,えんそうかい
円相場,えんそうば
遠足,えんそく
延滞,えんたい
円卓,えんたく
演題,えんだい
遠大,えんだい
縁台,えんだい
円高,えんだか
円建て,えんだて
演壇,えんだん
縁談,えんだん
円柱,えんちゅう
園長,えんちょう
延長,えんちょう
炎天,えんてん
塩田,えんでん
円筒,えんとう
遠投,えんとう
煙突,えんとつ
沿道,えんどう
縁遠い,えんどおい
園内,えんない
縁日,えんにち
炎熱,えんねつ
延納,えんのう
縁の下,えんのした
円盤,えんばん
円盤投げ,えんばんなげ
鉛筆,えんぴつ
演舞,えんぶ
塩分,えんぶん
遠方,えんぽう
煙幕,えんまく
円満,えんまん
縁結び,えんむすび
延命,えんめい
演目,えんもく
円安,えんやす
園遊会,えんゆうかい
援用,えんよう
遠洋,えんよう
遠来,えんらい
遠慮,えんりょ
遠慮なく,えんりょなく
尾,お
緒,お
御,お
甥,お
老い,お
追い討ち,おいうち
御家芸,おいえげい
追い風,おいかぜ
追い越し,おいこし
追い込み,おいこみ
美味しい,おいしい
お医者さん,おいしゃさん
生い立ち,おいたち
追い立て,おいたて
追手,おいて
追い抜く,おいぬく
追い払う,おいはらう
負い目,おいめ
お祝い,おいわい
追分,おいわけ
王,おう
翁,おう
王位,おうい
押印,おういん
応援,おうえん
往々,おうおう
桜花,おうか
謳歌,おうか
往還,おうかん
王冠,おうかん
応急,おうきゅう
王宮,おうきゅう
扇,おうぎ
奥義,おうぎ
扇形,おうぎがた
王家,おうけ
王権,おうけん
横行,おうこう
王侯,おうこう
王国,おうこく
黄金,おうごん
黄金時代,おうごんじだい
応札,おうさつ
王様,おうさま
王座,おうざ
王室,おうしつ
応酬,おうしゅう
押収,おうしゅう
欧州,おうしゅう
王将,おうしょう
応召,おうしょう
往診,おうしん
往時,おうじ
王子,おうじ
皇子,おうじ
王者,おうじゃ
王女,おうじょ
往生,おうじょう
王政,おうせい
王制,おうせい
旺盛,おうせい
王政復古,おうせいふっこ
応接,おうせつ
横線,おうせん
応戦,おうせん
王族,おうぞく
応対,おうたい
殴打,おうだ
応諾,おうだく
横断,おうだん
黄疸,おうだん
横断歩道,おうだんほどう
横断幕,おうだんまく
お家,おうち
横着,おうちゃく
王朝,おうちょう
王手,おうて
横転,おうてん
嘔吐,おうと
応答,おうとう
凹凸,おうとつ
黄土,おうど
王道,おうどう
押捺,おうなつ
往年,おうねん
王妃,おうひ
欧風,おうふう
往復,おうふく
欧文,おうぶん
応分,おうぶん
横柄,おうへい
欧米,おうべい
応募,おうぼ
横暴,おうぼう
応募者,おうぼしゃ
応用,おうよう
往来,おうらい
王立,おうりつ
横領,おうりょう
往路,おうろ
大,おお
大商い,おおあきない
大字,おおあざ
大味,おおあじ
大当たり,おおあたり
大穴,おおあな
大雨,おおあめ
大荒れ,おおあれ
覆い,おおい
多い,おおい
大急ぎ,おおいそぎ
大いに,おおいに
大入り,おおいり
覆う,おおう
大枝,おおえだ
大奥,おおおく
大男,おおおとこ
大方,おおかた
狼,おおかみ
大掛かり,おおがかり
大型,おおがた
大柄,おおがら
大きい,おおきい
大きさ,おおきさ
大きな,おおきな
大仰,おおぎょう
多く,おおく
大蔵,おおくら
大蔵省,おおくらしょう
大口,おおぐち
大げさ,おおげさ
大声,おおごえ
大御所,おおごしょ
大阪,おおさか
大さじ,おおさじ
大騒ぎ,おおさわぎ
大雑把,おおざっぱ
大潮,おおしお
大路,おおじ
大時代,おおじだい
大所帯,おおじょたい
大筋,おおすじ
大相撲,おおずもう
大勢,おおぜい
大関,おおぜき
大掃除,おおそうじ
大空,おおぞら
大台,おおだい
大太鼓,おおだいこ
大助かり,おおだすかり
大店,おおだな
大っぴら,おおっぴら
大粒,おおつぶ
大詰め,おおづめ
大手,おおて
大手企業,おおてきぎょう
大道具,おおどうぐ
大通り,おおどおり
大所,おおどころ
大波,おおなみ
大野,おおの
大幅,おおはば
大判,おおばん
大盤振る舞い,おおばんぶるまい
大広間,おおひろま
大引け,おおびけ
大船,おおぶね
大振り,おおぶり
大部屋,おおべや
大まか,おおまか
大水,おおみず
大晦日,おおみそか
大昔,おおむかし
大麦,おおむぎ
多め,おおめ
大目,おおめ
大文字,おおもじ
大本,おおもと
大物,おおもの
大盛り,おおもり
大家,おおや
公,おおやけ
大雪,おおゆき
大喜び,おおよろこび
大笑い,おおわらい
丘,おか
お母さん,おかあさん
お買い得,おかいどく
お返し,おかえし
お帰り,おかえり
お帰りなさい,おかえりなさい
お陰様で,おかげさまで
お陰で,おかげで
御飾り,おかざり
お菓子,おかし
可笑しい,おかしい
可笑しな,おかしな
お菜,おかず
お金,おかね
お株,おかぶ
女将,おかみ
お代わり,おかわり
悪寒,おかん
小川,おがわ
沖,おき
沖合,おきあい
起き上がりこぼし,おきあがりこぼし
置き傘,おきがさ
置き去り,おきざり
掟,おきて
置き時計,おきどけい
沖縄,おきなわ
お気に入り,おきにいり
置き場,おきば
置き土産,おきみやげ
置物,おきもの
お客様,おきゃくさま
荻,おぎ
補い,おぎない
補う,おぎなう
億,おく
奥,おく
屋外,おくがい
奥方,おくがた
奥様,おくさま
奥さん,おくさん
屋上,おくじょう
憶測,おくそく
奥底,おくそこ
奥地,おくち
屋内,おくない
奥の手,おくのて
奥歯,おくば
臆病,おくびょう
臆病者,おくびょうもの
奥深い,おくふかい
奥まって,おく
億万,おくまん
奥山,おくやま
奥行き,おくゆき
送り,おくり
送り仮名,おくりがな
送り先,おくりさき
送り出し,おくりだし
送り手,おくりて
贈り主,おくりぬし
送り迎え,おくりむかえ
贈り物,おくりもの
遅れ,おくれ
桶,おけ
お子様,おこさま
怠り,おこたり
行い,おこない
行う,おこなう
お好み焼き,おこのみやき
起こり,おこり
厳か,おごそか
抑え,おさえ
お先に,おさきに
幼い,おさない
幼子,おさなご
幼友達,おさなともだち
幼なじみ,おさななじみ
